uiq2-8.bin,ambivert.wav.tar,fannie_mae_500k.tar,uiq2-16.bin,misc.tar,silesia.tar,large.tar,vmlinux-5.10.tar,uiq2-4.bin,deepfield.tar,artificl.tar,enwik8.tar,uiq-32.bin
0,0,0,0.9,0.88,0.74,0.77,0.74,0.86,0.82,0.71,0.8,0.82,0.74
