uiq2-8.bin,artificl.tar,ambivert.wav.tar,large.tar,enwik8.tar,silesia.tar,uiq2-16.bin,uiq-32.bin,misc.tar,uiq2-4.bin,fannie_mae_500k.tar,deepfield.tar,vmlinux-5.10.tar
0,0,0,0.65,0.63,0.68,0.75,0.78,0.78,0.8,0.8,0.79,0.79,0.79
