deepfield.tar,enwik8.tar,misc.tar,uiq2-4.bin,uiq2-16.bin,large.tar,ambivert.wav.tar,fannie_mae_500k.tar,uiq-32.bin,uiq2-8.bin,vmlinux-5.10.tar,artificl.tar,silesia.tar
0,0,0,0.84,0.79,0.77,0.75,0.77,0.74,0.71,0.79,0.82,0.78,0.76
