artificl.tar,large.tar,silesia.tar,fannie_mae_500k.tar,ambivert.wav.tar,vmlinux-5.10.tar,misc.tar,uiq2-8.bin,deepfield.tar,uiq2-4.bin,uiq-32.bin,uiq2-16.bin,enwik8.tar
0,0,0,0.67,0.71,0.76,0.49,0.34,0.53,0.4,0.39,0.4,0.46,0.43
