psd-small,svg-medium,jpeg-large,psd-medium,svg-small,png-large,jpeg-small,jpeg-medium,psd-large,svg-large,png-medium,png-small
0,0,0,0.47,0.6,0.68,0.66,0.65,0.65,0.63,0.64,0.64,0.63
