jpeg-small,svg-medium,svg-small,png-small,psd-small,png-medium,psd-large,svg-large,jpeg-medium,jpeg-large,psd-medium,png-large
0,0,0,0.56,0.42,0.44,0.24,0.35,0.35,0.28,0.37,0.31,0.33
