psd-medium,jpeg-medium,jpeg-small,jpeg-large,psd-small,svg-large,svg-small,png-small,svg-medium,psd-large,png-large,png-medium
0,0,0,0.62,0.58,0.6,0.36,0.56,0.48,0.53,0.58,0.35,0.47
