jpeg-small,svg-small,jpeg-large,psd-large,png-large,jpeg-medium,psd-medium,png-medium,svg-large,svg-medium,psd-small,png-small
0,0,0,0.7,0.62,0.7,0.74,0.77,0.78,0.77,0.74,0.74,0.71
