psd-large,psd-medium,jpeg-medium,svg-medium,svg-small,jpeg-large,png-medium,svg-large,jpeg-small,png-small,psd-small,png-large
0,0,0,0.91,0.74,0.62,0.58,0.64,0.67,0.65,0.63,0.64,0.65
