jpeg-large,psd-medium,png-large,psd-large,psd-small,jpeg-small,jpeg-medium,svg-large,svg-medium,svg-small,png-medium,png-small
0,0,0,0.67,0.47,0.48,0.49,0.57,0.53,0.53,0.43,0.4,0.47
