jpeg-medium,svg-small,psd-large,svg-medium,psd-small,jpeg-large,png-medium,png-small,psd-medium,png-large,jpeg-small,svg-large
0,0,0,0.67,0.7,0.5,0.39,0.55,0.63,0.54,0.5,0.35,0.43
