jpeg-small,svg-small,jpeg-large,psd-large,png-large,jpeg-medium,psd-medium,png-medium,svg-large,svg-medium,psd-small,png-small
0,0,0,0.47,0.56,0.45,0.34,0.38,0.43,0.44,0.37,0.4,0.36
