jpeg-medium,png-large,svg-large,svg-small,png-small,jpeg-small,jpeg-large,png-medium,psd-small,svg-medium,psd-large,psd-medium
0,0,0,0.87,0.71,0.69,0.68,0.69,0.71,0.73,0.73,0.71,0.7
