uiq2-16.bin,uiq-32.bin,vmlinux-5.10.tar,uiq2-8.bin,ambivert.wav.tar,large.tar,uiq2-4.bin,misc.tar,enwik8.tar,fannie_mae_500k.tar,artificl.tar,deepfield.tar,silesia.tar
0,0,0,0.98,0.9,0.87,0.85,0.83,0.84,0.81,0.8,0.8,0.79,0.77
