vmlinux-5.10.tar,silesia.tar,large.tar,deepfield.tar,uiq2-8.bin,artificl.tar,misc.tar,uiq2-16.bin,enwik8.tar,uiq2-4.bin,uiq-32.bin,fannie_mae_500k.tar,ambivert.wav.tar
0,0,0,0.95,0.92,0.87,0.83,0.8,0.77,0.68,0.71,0.58,0.64,0.57
