artificl.tar,uiq2-8.bin,uiq2-16.bin,vmlinux-5.10.tar,ambivert.wav.tar,fannie_mae_500k.tar,deepfield.tar,misc.tar,large.tar,silesia.tar,enwik8.tar,uiq-32.bin,uiq2-4.bin
0,0,0,0.51,0.71,0.74,0.78,0.78,0.77,0.75,0.76,0.78,0.78,0.77
