png-large,svg-medium,svg-large,jpeg-medium,psd-medium,png-small,psd-small,jpeg-small,svg-small,psd-large,jpeg-large,png-medium
0,0,0,0.53,0.59,0.57,0.63,0.65,0.67,0.67,0.67,0.65,0.67
