svg-small,jpeg-medium,jpeg-small,png-small,png-medium,jpeg-large,psd-medium,svg-medium,psd-large,psd-small,png-large,svg-large
0,0,0,0.58,0.49,0.35,0.66,0.45,0.42,0.39,0.72,0.48,0.58
