psd-large,svg-medium,psd-medium,jpeg-medium,png-large,png-medium,psd-small,jpeg-large,svg-large,svg-small,png-small,jpeg-small
0,0,0,0.62,0.67,0.71,0.75,0.77,0.76,0.74,0.73,0.71,0.69
