png-medium,psd-large,jpeg-large,jpeg-medium,svg-small,psd-small,png-small,svg-large,jpeg-small,svg-medium,psd-medium,png-large
0,0,0,0.84,0.83,0.83,0.81,0.75,0.74,0.71,0.7,0.69,0.69
