psd-large,psd-medium,jpeg-medium,svg-medium,svg-small,jpeg-large,png-medium,svg-large,jpeg-small,png-small,psd-small,png-large
0,0,0,0.67,0.62,0.59,0.57,0.62,0.63,0.62,0.62,0.61,0.58
