enwik8.tar,artificl.tar,deepfield.tar,silesia.tar,uiq-32.bin,large.tar,ambivert.wav.tar,uiq2-8.bin,fannie_mae_500k.tar,uiq2-4.bin,vmlinux-5.10.tar,misc.tar,uiq2-16.bin
0,0,0,0.56,0.49,0.62,0.66,0.7,0.7,0.69,0.68,0.67,0.68,0.67
