png-medium,jpeg-medium,png-small,psd-small,svg-small,jpeg-large,png-large,svg-medium,svg-large,psd-medium,jpeg-small,psd-large
0,0,0,0.79,0.76,0.78,0.76,0.76,0.77,0.75,0.75,0.73,0.72
