deepfield.tar,vmlinux-5.10.tar,misc.tar,ambivert.wav.tar,uiq2-8.bin,uiq2-16.bin,silesia.tar,enwik8.tar,uiq2-4.bin,artificl.tar,fannie_mae_500k.tar,large.tar,uiq-32.bin
0,0,0,0.84,0.85,0.84,0.81,0.82,0.82,0.81,0.81,0.8,0.8,0.8
