jpeg-large,psd-small,svg-medium,psd-large,svg-large,jpeg-medium,psd-medium,png-medium,svg-small,png-large,png-small,jpeg-small
0,0,0,0.71,0.59,0.49,0.43,0.43,0.35,0.47,0.44,0.35,0.42
