psd-large,svg-medium,psd-medium,jpeg-medium,png-large,png-medium,psd-small,jpeg-large,svg-large,svg-small,png-small,jpeg-small
0,0,0,0.8,0.81,0.76,0.8,0.8,0.79,0.79,0.76,0.73,0.72
