enwik8.tar,large.tar,uiq-32.bin,vmlinux-5.10.tar,uiq2-16.bin,silesia.tar,artificl.tar,deepfield.tar,fannie_mae_500k.tar,ambivert.wav.tar,uiq2-4.bin,misc.tar,uiq2-8.bin
0,0,0,0.91,0.89,0.89,0.88,0.88,0.86,0.83,0.81,0.81,0.81,0.81
