psd-medium,jpeg-medium,jpeg-small,jpeg-large,psd-small,svg-large,svg-small,png-small,svg-medium,psd-large,png-large,png-medium
0,0,0,0.85,0.69,0.65,0.7,0.69,0.67,0.68,0.68,0.69,0.71
