jpeg-medium,png-large,svg-large,svg-small,png-small,jpeg-small,jpeg-large,png-medium,psd-small,svg-medium,psd-large,psd-medium
0,0,0,0.94,0.76,0.71,0.64,0.36,0.64,0.6,0.43,0.5,0.41
