uiq2-8.bin,vmlinux-5.10.tar,uiq-32.bin,misc.tar,large.tar,uiq2-4.bin,deepfield.tar,enwik8.tar,ambivert.wav.tar,artificl.tar,silesia.tar,fannie_mae_500k.tar,uiq2-16.bin
0,0,0,0.82,0.82,0.74,0.72,0.75,0.76,0.74,0.73,0.71,0.69,0.64
