psd-medium,psd-small,jpeg-small,svg-medium,jpeg-medium,psd-large,svg-small,png-medium,svg-large,png-large,png-small,jpeg-large
0,0,0,0.83,0.78,0.7,0.69,0.71,0.72,0.73,0.72,0.69,0.7
