deepfield.tar,silesia.tar,vmlinux-5.10.tar,uiq2-4.bin,uiq-32.bin,ambivert.wav.tar,fannie_mae_500k.tar,uiq2-8.bin,enwik8.tar,uiq2-16.bin,artificl.tar,misc.tar,large.tar
0,0,0,0.76,0.73,0.51,0.46,0.45,0.34,0.41,0.61,0.6,0.51,0.43
