svg-large,psd-small,psd-large,jpeg-small,jpeg-medium,psd-medium,svg-medium,png-large,svg-small,png-small,png-medium,jpeg-large
0,0,0,0.31,0.57,0.64,0.65,0.69,0.7,0.69,0.69,0.68,0.66
