psd-medium,psd-small,svg-medium,svg-large,svg-small,jpeg-medium,jpeg-small,png-large,psd-large,jpeg-large,png-medium,png-small
0,0,0,0.62,0.63,0.65,0.62,0.62,0.58,0.6,0.62,0.65,0.67
