vmlinux-5.10.tar,artificl.tar,deepfield.tar,uiq2-4.bin,fannie_mae_500k.tar,uiq-32.bin,enwik8.tar,ambivert.wav.tar,misc.tar,silesia.tar,uiq2-16.bin,large.tar,uiq2-8.bin
0,0,0,0.71,0.69,0.71,0.72,0.71,0.73,0.72,0.68,0.68,0.7,0.73
