png-medium,psd-large,jpeg-large,jpeg-medium,svg-small,psd-small,png-small,svg-large,jpeg-small,svg-medium,psd-medium,png-large
0,0,0,0.4,0.54,0.63,0.66,0.67,0.67,0.66,0.66,0.64,0.64
