png-medium,psd-medium,png-small,jpeg-small,svg-large,jpeg-medium,svg-medium,jpeg-large,png-large,svg-small,psd-small,psd-large
0,0,0,0.8,0.48,0.44,0.52,0.56,0.5,0.4,0.51,0.64,0.46
