svg-large,jpeg-small,psd-small,jpeg-medium,svg-small,png-medium,png-large,jpeg-large,psd-medium,png-small,svg-medium,psd-large
0,0,0,0.54,0.49,0.5,0.36,0.41,0.51,0.45,0.35,0.45,0.28
