psd-small,jpeg-medium,psd-medium,png-medium,svg-medium,svg-large,png-small,jpeg-small,png-large,psd-large,svg-small,jpeg-large
0,0,0,0.69,0.78,0.74,0.7,0.69,0.66,0.66,0.66,0.66,0.65
