png-medium,png-large,svg-large,jpeg-small,svg-small,jpeg-medium,psd-small,psd-medium,jpeg-large,svg-medium,psd-large,png-small
0,0,0,0.71,0.68,0.54,0.5,0.38,0.46,0.33,0.49,0.35,0.38
