psd-medium,svg-medium,svg-small,jpeg-medium,psd-large,jpeg-small,svg-large,png-large,jpeg-large,psd-small,png-medium,png-small
0,0,0,0.72,0.68,0.7,0.73,0.72,0.69,0.69,0.7,0.71,0.69
