png-medium,png-large,svg-large,jpeg-small,svg-small,jpeg-medium,psd-small,psd-medium,jpeg-large,svg-medium,psd-large,png-small
0,0,0,0.71,0.65,0.64,0.63,0.65,0.66,0.66,0.69,0.71,0.72
