psd-medium,svg-medium,svg-small,jpeg-medium,psd-large,jpeg-small,svg-large,png-large,jpeg-large,psd-small,png-medium,png-small
0,0,0,0.4,0.22,0.32,0.31,0.34,0.25,0.37,0.3,0.22,0.26
