png-large,jpeg-small,svg-large,jpeg-medium,svg-small,svg-medium,png-medium,png-small,psd-large,psd-medium,jpeg-large,psd-small
0,0,0,0.6,0.58,0.58,0.62,0.61,0.63,0.62,0.61,0.64,0.66
