vmlinux-5.10.tar,large.tar,ambivert.wav.tar,uiq2-8.bin,uiq2-4.bin,artificl.tar,enwik8.tar,deepfield.tar,uiq2-16.bin,uiq-32.bin,misc.tar,silesia.tar,fannie_mae_500k.tar
0,0,0,0.84,0.77,0.76,0.77,0.77,0.77,0.77,0.78,0.79,0.79,0.8
