psd-medium,svg-medium,svg-small,jpeg-medium,psd-large,jpeg-small,svg-large,png-large,jpeg-large,psd-small,png-medium,png-small
0,0,0,0.64,0.55,0.48,0.54,0.44,0.36,0.64,0.48,0.37,0.44
