enwik8.tar,large.tar,uiq2-8.bin,uiq-32.bin,deepfield.tar,artificl.tar,fannie_mae_500k.tar,uiq2-4.bin,ambivert.wav.tar,silesia.tar,uiq2-16.bin,misc.tar,vmlinux-5.10.tar
0,0,0,0.93,0.91,0.91,0.89,0.83,0.79,0.77,0.76,0.77,0.78,0.75
