enwik8.tar,uiq2-16.bin,fannie_mae_500k.tar,silesia.tar,deepfield.tar,artificl.tar,large.tar,ambivert.wav.tar,vmlinux-5.10.tar,uiq-32.bin,uiq2-4.bin,uiq2-8.bin,misc.tar
0,0,0,0.84,0.84,0.87,0.85,0.81,0.77,0.77,0.77,0.77,0.79,0.79
