uiq2-8.bin,artificl.tar,uiq2-16.bin,vmlinux-5.10.tar,fannie_mae_500k.tar,enwik8.tar,uiq2-4.bin,large.tar,uiq-32.bin,deepfield.tar,silesia.tar,misc.tar,ambivert.wav.tar
0,0,0,0.76,0.68,0.77,0.79,0.83,0.84,0.85,0.85,0.84,0.83,0.82
