svg-small,psd-small,svg-medium,jpeg-large,jpeg-small,png-small,png-medium,psd-medium,psd-large,jpeg-medium,png-large,svg-large
0,0,0,0.47,0.59,0.59,0.6,0.62,0.64,0.66,0.67,0.68,0.68
