uiq2-8.bin,artificl.tar,uiq2-16.bin,vmlinux-5.10.tar,fannie_mae_500k.tar,enwik8.tar,uiq2-4.bin,large.tar,uiq-32.bin,deepfield.tar,silesia.tar,misc.tar,ambivert.wav.tar
0,0,0,0.65,0.39,0.49,0.57,0.34,0.43,0.54,0.35,0.51,0.3,0.26
