enwik8.tar,uiq2-4.bin,deepfield.tar,artificl.tar,uiq2-8.bin,uiq2-16.bin,ambivert.wav.tar,fannie_mae_500k.tar,vmlinux-5.10.tar,large.tar,misc.tar,silesia.tar,uiq-32.bin
0,0,0,0.87,0.83,0.64,0.76,0.5,0.6,0.76,0.72,0.82,0.72,0.72
