psd-medium,psd-small,jpeg-small,svg-medium,jpeg-medium,psd-large,svg-small,png-medium,svg-large,png-large,png-small,jpeg-large
0,0,0,0.84,0.77,0.75,0.72,0.73,0.72,0.7,0.67,0.68,0.68
