enwik8.tar,large.tar,uiq2-8.bin,uiq-32.bin,deepfield.tar,artificl.tar,fannie_mae_500k.tar,uiq2-4.bin,ambivert.wav.tar,silesia.tar,uiq2-16.bin,misc.tar,vmlinux-5.10.tar
0,0,0,0.98,0.95,0.94,0.91,0.84,0.8,0.8,0.79,0.73,0.76,0.65
