psd-medium,psd-small,svg-medium,svg-large,svg-small,jpeg-medium,jpeg-small,png-large,psd-large,jpeg-large,png-medium,png-small
0,0,0,0.67,0.63,0.63,0.56,0.56,0.55,0.55,0.58,0.6,0.61
