uiq2-4.bin,deepfield.tar,artificl.tar,enwik8.tar,uiq-32.bin,large.tar,misc.tar,vmlinux-5.10.tar,uiq2-8.bin,uiq2-16.bin,ambivert.wav.tar,silesia.tar,fannie_mae_500k.tar
0,0,0,0.74,0.78,0.78,0.79,0.79,0.79,0.8,0.79,0.8,0.79,0.8
