jpeg-medium,png-large,jpeg-small,jpeg-large,svg-large,png-medium,psd-small,svg-medium,svg-small,psd-large,psd-medium,png-small
0,0,0,0.8,0.72,0.67,0.66,0.65,0.64,0.65,0.64,0.63,0.61
