uiq2-4.bin,vmlinux-5.10.tar,deepfield.tar,uiq2-8.bin,large.tar,fannie_mae_500k.tar,misc.tar,silesia.tar,artificl.tar,uiq2-16.bin,uiq-32.bin,enwik8.tar,ambivert.wav.tar
0,0,0,0.94,0.92,0.9,0.89,0.89,0.88,0.85,0.84,0.84,0.84,0.85
