ambivert.wav.tar,enwik8.tar,deepfield.tar,vmlinux-5.10.tar,artificl.tar,uiq2-16.bin,uiq-32.bin,misc.tar,uiq2-8.bin,fannie_mae_500k.tar,uiq2-4.bin,silesia.tar,large.tar
0,0,0,0.82,0.8,0.83,0.75,0.69,0.73,0.71,0.7,0.7,0.71,0.72
