svg-medium,png-large,jpeg-medium,svg-small,psd-small,psd-medium,jpeg-small,psd-large,png-medium,png-small,svg-large,jpeg-large
0,0,0,0.51,0.46,0.63,0.53,0.3,0.4,0.36,0.31,0.47,0.38
