silesia.tar,uiq2-4.bin,misc.tar,ambivert.wav.tar,uiq2-8.bin,fannie_mae_500k.tar,artificl.tar,enwik8.tar,uiq2-16.bin,large.tar,vmlinux-5.10.tar,uiq-32.bin,deepfield.tar
0,0,0,0.87,0.82,0.77,0.58,0.59,0.73,0.52,0.44,0.54,0.52,0.47
