png-medium,psd-medium,png-small,svg-large,psd-large,jpeg-medium,svg-small,psd-small,svg-medium,jpeg-small,png-large,jpeg-large
0,0,0,0.76,0.77,0.71,0.66,0.69,0.68,0.66,0.68,0.69,0.7
