png-large,png-medium,psd-large,jpeg-medium,png-small,jpeg-large,psd-medium,svg-large,jpeg-small,svg-medium,psd-small,svg-small
0,0,0,0.8,0.83,0.83,0.8,0.79,0.75,0.75,0.72,0.69,0.68
