png-small,psd-small,png-large,jpeg-medium,svg-large,jpeg-large,png-medium,jpeg-small,psd-medium,psd-large,svg-medium,svg-small
0,0,0,0.58,0.63,0.72,0.71,0.71,0.73,0.7,0.69,0.69,0.69
